title,theme
"Photoshop: Photo Restoration in Detail with Adobe Photoshop cc (Photo Recovery, Repairing Old Photos, black and white photos, photoshop cc, photoshop cc 2015) (Volume 1)",Business&Other
"Best of The Digital Photography Book Series, The: The step-by-step secrets for how to make your photos look like the pros'!",Business&Other
Vector Basic Training: A Systematic Creative Process for Building Precision Vector Artwork,Business&Other
"The Digital Negative: Raw Image Processing in Lightroom, Camera Raw, and Photoshop",Business&Other
Beginner's Guide to Digital Painting in Photoshop: Sci-fi and Fantasy,Business&Other
Photoshop Elements Made Easy: Enhance Your Memories With Ease (Computers Made Easy Book 11),Business&Other
"Book Formatting for Self-Publishers, a Comprehensive How-To Guide (Mac Edition 2020): Easily format print books and eBooks with Microsoft Word for Kindle, NOOK, IngramSpark, plus much more",Business&Other
Adobe Animate CC Classroom in a Book (2017 release),Business&Other
Photoshop CS6: The Missing Manual (Missing Manuals),Business&Other
Photoshop Elements 15 Tips Tricks & Shortcuts in easy steps,Business&Other
ZBrush Creature Design: Creating Dynamic Concept Imagery for Film and Games,Business&Other
The After Effects Illusionist: All the Effects in One Complete Guide,Business&Other
Photoshop CS5: Top 100 Simplified Tips and Tricks,Business&Other
"Adobe Illustrator CC 2018 Introduction Quick Reference Guide (Cheat Sheet of Instructions, Tips & Shortcuts - Laminated Card)",Business&Other
Adobe InDesign CC on Demand,Business&Other
The Hidden Power of Blend Modes in Adobe Photoshop,Business&Other
Adobe Photoshop CS6 on Demand,Business&Other
Adobe After Effects CC Visual Effects and Compositing Studio Techniques,Business&Other
"Adobe Premiere Pro Power Tips: Secrets, Shortcuts, and Techniques",Business&Other
"Peripheral Vision: Bell Labs, the S-C 4020, and the Origins of Computer Art (Platform Studies)",Business&Other
"Digital Art Technique Manual for Illustrators and Artists: The Essential Guide to Creating Digital Illustration and Artworks Using Photoshop, Illustrator, and Other Software",Business&Other
Adobe Photoshop CC for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Business&Other
The Adobe Photoshop CS5 Book for Digital Photographers (Voices That Matter),Business&Other
Adobe InDesign CC Classroom in a Book (2017 release),Business&Other
Photoshop Elements 15 For Dummies,Business&Other
"Digital Collage and Painting, Second Edition: Using Photoshop and Painter to Create Fine Art",Business&Other
"Notebook: Realistic Pitbull Blank Lined Journal To Write In For Notes, Ideas, Diary, To-Do Lists, Notepad - Pitbull Gifts For Pitbull Owner And Pitbull Lovers - Best Gifts For Women, Men, Teen & Kids",Business&Other
Adobe Illustrator CS6 Illustrated with Online Creative Cloud Updates (Adobe CS6 by Course Technology),Business&Other
"Non-Designer's InDesign Book, The",Business&Other
The Adobe Photoshop Lightroom 4 Book for Digital Photographers (Voices That Matter),Business&Other
Create Interactive PDFs Using Adobe InDesign CS5 & CS 5.5,Business&Other
Digital Expressions: Creating Digital Art with Adobe Photoshop Elements,Business&Other
Dreamweaver CS6: The Missing Manual (Missing Manuals),Business&Other
"The Muvipix.com Guide to Adobe Premiere Elements 2019: The tools, and how to use them, to make movies on your home computer",Business&Other
Adobe Photoshop CC Classroom in a Book,Business&Other
Professional JavaScript for Web Developers,Business&Other
"Capture One Pro 10: Mastering Raw Development, Image Processing, and Asset Management",Business&Other
Adobe Dreamweaver Creative Cloud Revealed,Business&Other
"Adobe InDesign Interactive Digital Publishing: Tips, Techniques, and Workarounds for Formatting Across Your Devices",Business&Other
Photoshop CC Bible,Business&Other
Adobe Photoshop CS2 Studio Techniques,Business&Other
Adobe Photoshop CC Classroom in a Book (2015 release),Business&Other
Photoshop CC For Dummies,Business&Other
Digital Negatives: Using Photoshop to Create Digital Negatives for Silver and Alternative Process Printing,Business&Other
Photoshop 6 Plus fort ! (Poche visuel) (French Edition),Business&Other
Adobe Premiere Pro CC Classroom in a Book (2015 release),Business&Other
"Adobe Photoshop CC for Photographers, 2015 Release",Business&Other
The Photoshop Elements 7 Book for Digital Photographers,Business&Other
Photoshop Elements 10 in easy steps,Business&Other
Certification Prep Adobe Photoshop Creative Cloud,Business&Other
Learning ActionScript 3.0: A Beginner's Guide,Business&Other
"Dot-Com Design: The Rise of a Usable, Social, Commercial Web (Critical Cultural Communication, 15)",Business&Other
Welcome to Oz: A Cinematic Approach to Digital Still Photography with Photoshop,Business&Other
Adobe Premiere Pro CS6 Classroom in a Book,Business&Other
The Photoshop and Painter Artist Tablet Book: Creative Techniques in Digital Painting,Business&Other
Beginner's Guide to Digital Painting in Photoshop,Business&Other
Photoshop CS3 Bible,Business&Other
The Photoshop Elements 14 Book for Digital Photographers (Voices That Matter),Business&Other
Mastering the Basics (and more) of Adobe FrameMaker 10,Business&Other
Paint Shop Pro 8 For Dummies,Business&Other
Photo 1: An Introduction to the Art of Photography,Business&Other
"Photoshop Tips, Tricks & Shortcuts in easy steps: Over 1000 tips, tricks and shortcuts",Business&Other
Adobe Premiere Elements For Dummies (For Dummies (Computers)),Business&Other
Photoshop Masking & Compositing,Business&Other
Adobe Photoshop CS5 Revealed (Adobe Creative Suite),Business&Other
Teach Yourself VISUALLY Adobe Photoshop CS6,Business&Other
Photoshop Elements 12: The Missing Manual,Business&Other
Photoshop Elements 12 For Dummies,Business&Other
The Photoshop Book for Digital Photographers,Business&Other
Adobe Premiere Pro CC Classroom in a Book (2017 release),Business&Other
iPhone Millionaire: How to Create and Sell Cutting-Edge Video,Business&Other
Adobe Illustrator CC Classroom in a Book (2017 release),Business&Other
3D Flash Memories,Business&Other
"Adobe Lightroom 5, 6 and Classic: The Fundamentals & Beyond V. 8 (2019) AND Producing Great Output V. 8 (2019) - Workshops on Video Ultimate Bundled Set",Business&Other
Layers: The Complete Guide to Photoshop's Most Powerful Feature,Business&Other
Digital Painting Tricks & Techniques: 100 Ways to Improve Your CG Art,Business&Other
The Adobe Photoshop Lightroom 2 Book: The Complete Guide for Photographers,Business&Other
The Art of Thief,Business&Other
Advanced Adobe Photoshop CS6 Revealed (Adobe CS6),Business&Other
Passenger Seat: Creating a Photographic Project from Conception through Execution in Adobe Photoshop Lightroom,Business&Other
The Muvipix.com Guide to Adobe Photoshop Elements 2018: The tools in Adobe's amazing photo editing program and how to use them,Business&Other
ActionScript 3.0 Design Patterns: Object Oriented Programming Techniques (Adobe Developer Library),Business&Other
Adobe InDesign CS6 Revealed (Adobe CS6),Business&Other
The Enthusiast's Guide to Photoshop: 64 Photographic Principles You Need to Know,Business&Other
Digital Character Painting Using Photoshop CS3 (Graphics Series),Business&Other
Adobe Photoshop Master Class: John Paul Caponigro (2nd Edition),Business&Other
"FrameMaker - Working with Content: Updated for 2017 Release (8.5""x11"")",Business&Other
Illustrator CS6: Visual QuickStart Guide,Business&Other
Adobe Illustrator CS4 Classroom in a Book,Business&Other
"Photoshop for Artists: A Complete Guide for Fine Artists, Photographers, and Printmakers",Business&Other
"Adobe Illustrator WOW! Book for CS6 and CC, The",Business&Other
Adobe InDesign CC Classroom in a Book (Classroom in a Book (Adobe)),Business&Other
Beginning Pixlr Editor: Learn to Edit Digital Photos Using this Free Web-Based App,Business&Other
Photoshop CC: The Missing Manual: Covers 2014 release,Business&Other
Adobe Photoshop Made Easy,Business&Other
Photoshop Masking & Compositing (2nd Edition) (Voices That Matter),Business&Other
Organize Your Photos with Adobe Photoshop Elements 3 (2nd Edition),Business&Other
Adobe Dreamweaver CS6 Digital Classroom,Business&Other
Photoshop LAB Color: The Canyon Conundrum and Other Adventures in the Most Powerful Colorspace,Business&Other
Adobe Photoshop Elements 10 Classroom in a Book,Business&Other
Photoshop Elements 8 For Dummies,Business&Other
Adobe Photoshop Elements 2019 Classroom in a Book,Business&Other
Design Essentials for the Motion Media Artist: A Practical Guide to Principles & Techniques,Business&Other
Art of RAW Conversion: How to Produce Art-Quality Photos with Adobe Photoshop CS2 and Leading RAW Converters,Business&Other
"The Complete Raw Workflow Guide: How to get the most from your raw images in Adobe Camera Raw, Lightroom, Photoshop, and Elements",Business&Other
Adobe Photoshop Lightroom Classic CC Classroom in a Book (2018 release),Business&Other
Exploring Adobe Illustrator CS5 (Adobe Creative Suite),Business&Other
Photoshop CS5 For Dummies,Business&Other
Adobe Photoshop CS2 Classroom in a Book,Business&Other
Cool Tricks & Hot Tips for Adobe Premiere Elements 2018: A step-by-step guide to creating 50 cool special effects with Adobe Premiere Elements,Business&Other
Adobe Photoshop CS6 Digital Classroom,Business&Other
Exploring Adobe InDesign CS6 (Adobe CS6),Business&Other
Hyperconverged Infrastructure Data Centers: Demystifying HCI (Networking Technology),Business&Other
After Effects and Cinema 4D Lite: 3D Motion Graphics and Visual Effects Using CINEWARE,Business&Other
Adobe Illustrator CS5 Classroom in a Book,Business&Other
"Flamingo And Unicorn Sweet Cupcakes Activity Book For Girls: Coloring, Hidden Pictures, Dot To Dot, How To Draw, Spot Difference, Maze, Masks (Unicorn Books For Kids)",Business&Other
The Adobe Photoshop Lightroom 5 Book: The Complete Guide for Photographers,Business&Other
Adobe Photoshop Elements 2.0 User Guide,Business&Other
Adobe After Effects CS6 Classroom in a Book,Business&Other
"Adobe Lightroom 5, 6 and Classic: The Fundamentals & Beyond V. 8 (2019) - Workshop on Video",Business&Other
Adobe Lightroom CC and Photoshop CC for Photographers Classroom in a Book,Business&Other
Certification Prep Adobe Illustrator Creative Cloud,Business&Other
Adobe Photoshop Elements 11 for Photographers: The Creative Use of Photoshop Elements,Business&Other
Visual Alchemy: The Fine Art of Digital Montage,Business&Other
Adobe Photoshop CS6 Bible,Business&Other
Adobe Photoshop Elements 14 Classroom in a Book,Business&Other
Adobe XD CC Classroom in a Book (2019 Release),Business&Other
Color Management in Digital Photography: Ten Easy Steps to True Colors in Photoshop,Business&Other
Window Seat: The Art of Digital Photography and Creative Thinking,Business&Other
Universal Design for Web Applications: Web Applications That Reach Everyone,Business&Other
Accounting Information Systems,Business&Other
Microsoft Power BI Dashboards Step by Step,Business&Other
Learn Excel 365 Essential Skills with The Smart Method: Fourth Edition: updated for the Jul 2020 Semi-Annual version 2002,Business&Other
Data Validation a back door to Master Excel,Business&Other
Excel Dashboards & Reports for Dummies,Business&Other
Excel 2013 Power Programming with VBA,Business&Other
Spreadsheet Modeling and Decision Analysis: A Practical Introduction to Business Analytics,Business&Other
Exam Ref 70-778 Analyzing and Visualizing Data with Microsoft Power BI,Business&Other
"Google Apps: A comprehensive guide on how to use the most powerful Google Apps: Google Drive, Google Docs, Google Sheet, Google Slides and Google Calendar",Business&Other
"Data Mining for Business Analytics: Concepts, Techniques, and Applications with XLMiner",Business&Other
Introduction to VBA for Excel,Business&Other
Managerial Decision Modeling with Spreadsheets,Business&Other
Excel 2019 Pivot Tables & Introduction To Dashboards The Step-By-Step Guide,Business&Other
"Head First Data Analysis: A learner's guide to big numbers, statistics, and good decisions",Business&Other
Engineering with Excel,Business&Other
"Statistics for Ecologists Using R and Excel: Data Collection, Exploration, Analysis and Presentation (Data in the Wild)",Business&Other
"SimQuick: Process Simulation with Excel, 3rd Edition",Business&Other
Excel Advanced (Quick Study Computer),Business&Other
Going Chromebook: Learn to Master Google Sheets,Business&Other
Excel 2020 Updated for Everyone: Discover the Best of Excel 365. Learn in 7 Hours the Power of Formulas and Functions of Excel 2020 Gaining More Spare Time for Yourself,Business&Other
Slaying Excel Dragons: A Beginners Guide to Conquering Excel's Frustrations and Making Excel Fun,Business&Other
Excel Pivot Tables: Basic Beginners Guide to Learn Excel Pivot Tables for Data Analysis and Modeling,Business&Other
Google Sheet Functions: A step-by-step guide,Business&Other
"Power Excel 2019 with MrExcel: Master Pivot Tables, Subtotals, Charts, VLOOKUP, IF, Data Analysis in Excel 2010–2013",Business&Other
Accounting Information Systems (13th Edition),Business&Other
Excel 2016 Pivot Table Data Crunching (includes Content Update Program) (MrExcel Library),Business&Other
Excel Pivot Tables & Charts: A Step By Step Visual Guide,Business&Other
"Exploring: Microsoft Excel 2019 Comprehensive, 1/e + MyLab IT w/ Pearson eText",Business&Other
Benchmark Series: Microsoft (R) Excel 2016 Levels 1 and 2: Text,Business&Other
Succeeding in Business with Microsoft Excel 2013: A Problem-Solving Approach (New Perspectives),Business&Other
Excel Pivot Tables & Introduction To Dashboards The Step-By-Step Guide,Business&Other
Excel 2019 in easy steps,Business&Other
EXCEL 2020 FOR SENIORS: LEARN EXCEL 365 FROM BASIC TO ADVANCED WITH STEP BY STEP GRAPHIC ILLUSTRATIONS (FUNCTIONS AND FORMULAS INCLUSIVE),Business&Other
Exam Ref 70-779 Analyzing and Visualizing Data with Microsoft Excel,Business&Other
Optimization Modeling with Spreadsheets,Business&Other
Learn Excel 365 Expert Skills with The Smart Method: Third Edition: updated for the Jan 2020 Semi-Annual version 1908,Business&Other
The Ridiculously Simple Guide To Numbers For Mac,Business&Other
"Excel Vba Programming For Dummies, 4e",Business&Other
Introduction to Management Science: A Modeling and Case Studies Approach with Spreadsheets,Business&Other
Excel Workbook For Dummies,Business&Other
Excel 2010 All-in-One For Dummies,Business&Other
"Accounting Information Systems: Controls and Processes, 4th Edition",Business&Other
Financial Accounting with SAP S/4HANA: Business User Guide (SAP PRESS),Business&Other
Data Analysis Using SQL and Excel,Business&Other
Excel University: Microsoft Excel Training for CPAs and Accounting Professionals: Volume 1: Featuring Excel 2016 for Windows,Business&Other
Excel University Volume 2 - Featuring Excel 2016 for Windows: Microsoft Excel Training for CPAs and Accounting Professionals,Business&Other
Excel 2016 Advanced (Quick Study Computer),Business&Other
Excel Formulas and Functions 2020: The Step by Step Excel Guide with Examples on How to Create Powerful Formulas (Excel Academy Book 1),Business&Other
"New Perspectives on Microsoft Excel 2013, Introductory - Standalone book",Business&Other
Statistics with Microsoft Excel,Business&Other
Excel 2016 Formulas (Mr. Spreadsheet's Bookshelf),Business&Other
Excel University Volume 3 - Featuring Excel 2016 for Windows: Microsoft Excel Training for CPAs and Accounting Professionals,Business&Other
Excel University Volume 4 - Featuring Excel 2016 for Windows: Microsoft Excel Training for CPAs and Accounting Professionals,Business&Other
Learn Excel 2013 Essential Skills with The Smart Method: Courseware tutorial for self-instruction to beginner and intermediate level,Business&Other
Microsoft Excel 2016 Tips & Tricks (Quick Study Computer),Business&Other
The Step-By-Step Guide To The VLOOKUP formula in Microsoft Excel (The Microsoft Excel Step-By-Step Training Guide Series) (Volume 3),Business&Other
"New Perspectives on Microsoft Excel 2013, Brief",Business&Other
"Microsoft Excel 2016 Advanced & Macros Quick Reference Guide - Windows Version (Cheat Sheet of Instructions, Tips & Shortcuts - Laminated Card)",Business&Other
"Microsoft Excel 365 Complete: In Practice, 2019 Edition",Business&Other
"101 Excel 2013 Tips, Tricks and Timesavers",Business&Other
ACCOUNTING INFORMATION SYSTEMS,Business&Other
Excel Functions and Formulas Pocketbook,Business&Other
"Definitive Guide to DAX, The: Business intelligence with Microsoft Excel, SQL Server Analysis Services, and Power BI (Business Skills)",Business&Other
Microsoft Windows 10 (Quick Study Computer),Business&Other
New Perspectives Microsoft Office 365 & Excel 2016: Introductory,Business&Other
101 Ready-To-Use Excel Macros,Business&Other
Excel 2016 VBA and Macros (includes Content Update Program) (MrExcel Library),Business&Other
Decision Modeling with Microsoft(R) Excel (6th Edition),Business&Other
Excel Sales Forecasting For Dummies (For Dummies (Computer/Tech)),Business&Other
Excel Bible for Beginners: The Essential Step by Step Guide to Learn Excel for Beginners,Business&Other
Microsoft Excel 2010 Data Analysis and Business Modeling (Business Skills),Business&Other
Excel VBA Programming for Dummies: Third Edition,Business&Other
Illustrated Microsoft Office 365 & Excel 2016: Introductory,Business&Other
Advanced Excel Reporting for Management Accountants (Wiley Corporate F&A),Business&Other
Learn to Write DAX: A practical guide to learning Power Pivot for Excel and Power BI,Business&Other
Skills for Success with Microsoft Excel 2016 Comprehensive (Skills for Success for Office 2016 Series),Business&Other
Supercharge Excel: When you learn to Write DAX for Power Pivot,Business&Other
Power Query for Power BI and Excel,Business&Other
Introduction to Excel,Business&Other
Configuring Financial Accounting in SAP ERP (3rd Edition) (SAP PRESS),Business&Other
Mastering Excel 2016: A Problem-Solving Approach (2nd Edition),Business&Other
Predictive Analytics: Microsoft® Excel 2016,Business&Other
Configuring SAP S/4HANA Finance (SAP PRESS),Business&Other
Balanced Scorecards & Operational Dashboards with Microsoft Excel: Second Edition,Business&Other
"Microsoft Excel 2016 Programming by Example with VBA, XML, and ASP",Business&Other
Excel 2010 Bible,Business&Other
Excel 2016 Paso a Paso: (Actualización Constante) (Spanish Edition),Business&Other
Core Concepts of Accounting Information Systems,Business&Other
Excel 2016 for Beginners: A Step by Step Guide to Learn Excel in One Day,Business&Other
"Excel Pivot Tables: For Complete Beginners, Step-By-Step Illustrated Guide to Master Pivot Tables",Business&Other
"Financial Modeling for Business Owners and Entrepreneurs: Developing Excel Models to Raise Capital, Increase Cash Flow, Improve Operations, Plan Projects, and Make Decisions",Business&Other
Ctrl+Shift+Enter Mastering Excel Array Formulas: Do the Impossible with Excel Formulas Thanks to Array Formula Magic,Business&Other
Excel 2019 Vlookup The Step-By-Step Guide,Business&Other
"Excel 2016 for Mac Introduction Quick Reference Guide (Cheat Sheet of Instructions, Tips & Shortcuts - Laminated Cards)",Business&Other
"Excel 365 Formulas, Formatting And Printing: Supports Excel 2010, 2013, 2016, and 2019 (Excel 365 Level 1)",Business&Other
"Writing Excel Macros with VBA, 2nd Edition",Business&Other
Office Made Easy: Increase Your Productivity (Computers Made Easy),Business&Other
Applied Statistics for Engineers and Scientists: Using Microsoft Excel & Minitab,Business&Other
Learn Excel 2019 for Mac Expert Skills with The Smart Method: Tutorial teaching Advanced Techniques,Business&Other
"Professional Excel Development: The Definitive Guide to Developing Applications Using Microsoft Excel, VBA, and .NET (2nd Edition)",Business&Other
Excel 2019 Functions: 70 Top Excel Functions Made Easy (Excel 2019 Mastery),Business&Other
Excel Macros: The Ultimate Beginner's Guide to Learn Excel Macros Step by Step,Business&Other
Accounting Information Systems: The Crossroads of Accounting and IT (2nd Edition),Business&Other
Use LibreOffice Calc: A Beginners Guide,Business&Other
Excel 2016 In Depth (includes Content Update Program),Business&Other
"Excel Data Analysis: Your visual blueprint for creating and analyzing data, charts and PivotTables",Business&Other
Excel 2007 For Dummies,Business&Other
Excel 2013 for Dummies,Business&Other
Excel 2010 Power Programming with VBA,Business&Other
Excel 2019 Advanced Topics: Leverage More Powerful Tools to Enhance Your Productivity (Excel 2019 Mastery),Business&Other
Excel Made Easy,Business&Other
"Illustrated Course Guide: Microsoft Office 365 & Excel 2016: Introductory, Spiral bound Version (Illustrated Course Guides)",Business&Other
Estimating With Microsoft Excel,Business&Other
"Excel 365 - Formulas, Charts And PivotTables: Supports Excel 2010, 2013, 2016 and 2019 (Excel 365 - Level 2)",Business&Other
EXCEL 2020 FOR BEGINNERS: LEARN EXCEL 365 FROM BASIC TO ADVANCED WITH STEP BY STEP GRAPHIC ILLUSTRATIONS (FUNCTIONS AND FORMULAS INCLUSIVE),Business&Other
Excel 2010 for Educational and Psychological Statistics: A Guide to Solving Practical Problems,Business&Other
Excel 2016 Pivot Tables (Quick Study Computer),Business&Other
Dirty Data: Excel techniques to turn what you get into what you need (1),Business&Other
Programming Excel with VBA and .NET: Solve Real-World Problems with Excel,Business&Other
Business Analysis with Microsoft Excel,Business&Other
MrExcel LX The Holy Grail of Excel Tips: Covers Excel Backwards and Forwards,Business&Other
Predictive HR Analytics,Business&Other
Excel 2013 In Depth,Business&Other
"Microsoft Excel 2016 Business Analytics & Power BI Quick Reference Guide, 2017 Ed. (4-page Cheat Sheet of Instructions, Tips & Shortcuts - Laminated Guide)",Business&Other
"Looseleaf for Microsoft Excel 365 Complete: In Practice, 2019 Edition",Business&Other
MOS 2016 Study Guide for Microsoft Excel Expert (MOS Study Guide),Business&Other
Regression Analysis Microsoft Excel,Business&Other
"Excel 2019: A Quick and Complete Guide to Master Spreadsheets, and Boosting Productivity. (Quick Ctrl Guides Book 1)",Business&Other
Breakthrough Improvement with QI Macros and Excel: Finding the Invisible Low-Hanging Fruit,Business&Other
Dashboards for Excel,Business&Other
Next Generation Excel: Modeling In Excel For Analysts And MBAs (For MS Windows And Mac OS),Business&Other
Essentials of Modern Business Statistics with Microsoft Excel,Business&Other
Excel 2013 VBA and Macros (MrExcel Library),Business&Other
Excel PivotTables and PivotCharts: Your visual blueprint for creating dynamic spreadsheets,Business&Other
Teach Yourself VISUALLY Excel 2010,Business&Other
Excel 2013 Formulas,Business&Other
Data Analysis with Excel: Tips and tricks to kick start your excel skills,Business&Other
Excel 2013: The Missing Manual,Business&Other
101 Ready-to-Use Excel Formulas (Mr. Spreadsheet's Bookshelf),Business&Other
Spreadsheet Implementation Technology: Basics and Extensions (The MIT Press),Business&Other
Excel 2013 and 2010 for Seniors: Learn Step by Step How to Work with Microsoft Excel (Computer Books for Seniors series),Business&Other
"Microsoft Excel 2013 Programming: By Example with VBA, XML, and ASP",Business&Other
Excel Hacks: Tips & Tools for Streamlining Your Spreadsheets,Business&Other
Microsoft® Office Excel® 2007 Visual Basic® for Applications Step by Step,Business&Other
SAP S/4HANA Finance (SAP Simple Finance): The Reference Guide to What s New (SAP PRESS),Business&Other
Statistical Analysis: Microsoft Excel 2016,Business&Other
Principles of Finance with Excel: Includes CD,Business&Other
Excel Basics to Blackbelt: An Accelerated Guide to Decision Support Designs,Business&Other
Google Drive: The Ultimate Beginners Guide to Mastering Google Drive,Business&Other
Learn Excel 2013 Expert Skills with The Smart Method: Courseware Tutorial teaching Advanced Techniques,Business&Other
SAP® ERP Financials and FICO Handbook (The Jones and Bartlett Publishers Sap Book Series),Business&Other
Credit Risk Modeling using Excel and VBA,Business&Other
Microsoft Excel 2013 Data Analysis and Business Modeling,Business&Other
"Visual Basic For Excel: Supports Excel 2010, 2013 and 2016 (Excel 2016-5 Book 5)",Business&Other
Statistics for Managers Using Microsoft Excel,Business&Other
Unlocking Financial Data: A Practical Guide to Technology for Equity and Fixed Income Analysts,Business&Other
Business Math Using Excel (FBLA - All),Business&Other
EXCEL FOR BEGINNERS 2020: Beginners' Guide To Excel || This Book Will Guide You In Your Journey Through Excel 🐫🐫🐫,Business&Other
Google Apps: The Missing Manual: The Missing Manual,Business&Other
The Science of Decision Making: A Problem-Based Approach Using Excel,Business&Other
Excel de cero a experto: todas las herramientas usadas por un experto en su día a día (The Excel series) (Spanish Edition),Business&Other
Excel Formulas and Functions: Your Step-by-Step Guide to Effective Financial Analysis and Business Modeling,Business&Other
"Illustrated Course Guide: Microsoft Office 365 & Excel 2016: Advanced, Spiral bound Version (Illustrated Course Guides)",Business&Other
Microsoft Excel 2013: Level 1 (Benchmark),Business&Other
Excel Data Analysis For Dummies 3e,Business&Other
Mastering Financial Modeling: A Professional’s Guide to Building Financial Models in Excel: A Professional's Guide to Building Financial Models in Excel,Business&Other
Microsoft Excel 2010: Comprehensive,Business&Other
Learn Excel 2016 Essential Skills for Mac OS X with The Smart Method: Courseware tutorial for self-instruction to beginner and intermediate level,Business&Other
Learning Tableau,Business&Other
MrExcel XL: The 40 Greatest Excel Tips of All Time,Business&Other
VBA - Turning to the Dark Side of Excel,Business&Other
Decision Analytics: Microsoft Excel,Business&Other
"A Definitive Guide to KINDLE OASIS 3: Tips, Tricks and Some Hidden Features to Master Your 10th Generation Kindle Oasis and Fix Common Problems",Business&Other
Excel VBA: A Step-By-Step Guide To Learn And Master Excel VBA Programming,Business&Other
Microsoft Office Excel 2013 Complete: In Practice,Business&Other
Excel Functions & Formulas in easy steps,Business&Other
Developing Microsoft Excel 95 Solutions with Visual Basic for Applications,Business&Other
"EXCEL FUNCTIONS AND FORMULAS: Shortcuts, Formulas and Functions for Business Modeling and Financial Analysis",Business&Other
Power BI Tools Volume 2: Learning Power Pivot For Excel Made Easy,Business&Other
"Exploring: Microsoft Office 2013, Plus (Exploring for Office 2013)",Business&Other
Excel Macros For Dummies,Business&Other
MrExcel LIVe: The 54 Greatest Excel Tips of All Time,Business&Other
VBA Automation for Excel 2019 Cookbook: Solutions to automate routine tasks and increase productivity with Excel and other MS Office applications,Business&Other
The O'Leary Series: Microsoft Office 2013,Business&Other
VBA and Macros: Microsoft Excel 2010 (MrExcel Library),Business&Other
Excel XLOOKUP and Other Lookup Functions: Create Easier and More Versatile Lookup Formulas with New Powerful Excel Functions (Excel 2019 Mastery),Business&Other
"Microsoft Excel 2019 Programming by Example with VBA, XML, and ASP",Business&Other
Financial Modelling in Practice: A Concise Guide for Intermediate and Advanced Level,Business&Other
Virtualizing SQL Server with VMware: Doing it Right (Vmware Press Technology),Business&Other
Excel 2007 All-In-One Desk Reference For Dummies,Business&Other
The Absolute Guide to Dashboarding and Reporting with Power BI: How to Design and Create a Financial Dashboard with Power BI – End to End,Business&Other
Microsoft Office 365 Administration Inside Out,Business&Other
Option Pricing Models and Volatility Using Excel-VBA,Business&Other
Learn Excel 2016 Expert Skills for Mac OS X with The Smart Method: Courseware Tutorial teaching Advanced Techniques,Business&Other
Head First Excel: A learner's guide to spreadsheets,Business&Other
The Step-By-Step Guide To Pivot Tables & Introduction To Dashboards (The Microsoft Excel Step-By-Step Training Guide Series) (Volume 2),Business&Other
Excel Simulations,Business&Other
"Excel VBA & Excel Macros: Mastering Excel VBA, Tips and Tricks of VBA Programming and Mastering Excel Macros",Business&Other
Financial Applications using Excel Add-in Development in C / C++,Business&Other
"Microsoft Excel 2016 Charts & Sparklines Quick Reference Guide - Windows Version (Cheat Sheet of Instructions, Tips & Shortcuts - Laminated Card)",Business&Other
Charts (Easy Excel Essentials Book 3),Business&Other
My Excel 2016 (includes Content Update Program),Business&Other
Excel VLOOKUP'S with 10 Exercises: Quickly Learn the Vlookup to use at Work.,Business&Other
Excel 2013 Tips & Tricks (Quick Study Computer),Business&Other
50 More Excel Functions (Excel Essentials Book 4),Business&Other
Office 2016 In Depth (includes Content Update Program),Business&Other
Excel for the Math Classroom (Excel for Professionals series),Business&Other
Microsoft Excel for Stock and Option Traders: Build Your Own Analytical Tools for Higher Returns (paperback),Business&Other
"Microsoft Excel 2016 2013 2010 2007 Tips Tricks and Shortcuts (Color Version): Learn Formulas, Functions and Formatting in 20 Mini-Lessons (Easy Learning Microsoft How-To Books) (Volume 2)",Business&Other
"Xero For Dummies, 2nd Edition",Business&Other
Excel for Everyone: A Guide that doesn’t call you a Dummy,Business&Other
SAP Financial Accounting in SAP FICO (First Edition) (SAP PRESS),Business&Other
Spreadsheet Modeling for Business Decisions Text,Business&Other
Exam 77-420 Microsoft Excel 2013,Business&Other
Microsoft Excel 2016 Keyboard Shortcuts For Windows (Shortcut Matters),Business&Other
Accounting Information Systems (11th Edition),Business&Other
"Expert @ Excel: 3 BOOKS IN 1: For beginners, Pivot Tables and VBA Programming",Business&Other
2019 Microsoft Excel For Beginners + 30 Formulas & Features The Step-By-Step Guide,Business&Other
"Exploring: Microsoft Excel 2013, Comprehensive (Exploring for Office 2013)",Business&Other
Problem Solving Cases In Microsoft Access and Excel,Business&Other
Excel 2016 Formulas and Functions (includes Content Update Program) (MrExcel Library),Business&Other
Excel VBA 24-Hour Trainer,Business&Other
Your Office: Microsoft Excel 2016 Comprehensive (Your Office for Office 2016 Series),Business&Other
"Power Excel with MrExcel - 2017 Edition: Master Pivot Tables, Subtotals, Visualizations, VLOOKUP, Power BI and Data Analysis",Business&Other
Oracle Developer Advanced Forms and Reports,Business&Other
"Microsoft 365 Excel: The Only App That Matters: Calculations, Analytics, Modeling, Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making & Insight",Business&Other
Statistical Analysis with Excel For Dummies,Business&Other
Excel 2013 Formulas and Functions (MrExcel Library),Business&Other
Excel 2016 for Windows Pivot Tables,Business&Other
The Step-By-Step Guide To The 25 Most Common Microsoft Excel Formulas & Features (The Microsoft Excel Step-By-Step Training Guide Series) (Volume 1),Business&Other
Microsoft Business Intelligence Tools for Excel Analysts,Business&Other
